 ,carveme,seed,pathway tools,aureme,raven,raven comb,raven homo,merlin,reconstructor,aureme2,aureme3,aureme4,aureme5
MNXR145285,1,1,0,1,1,1,0,1,0,0,1,1,1
MNXR145290,1,1,1,1,0,1,1,1,1,1,1,1,1
MNXR145303,1,0,1,1,0,1,1,0,0,0,0,1,0
MNXR145320,1,1,1,1,1,1,0,0,0,1,1,0,1
MNXR145403,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145476,1,0,1,1,0,1,1,1,1,1,1,0,1
MNXR145509,1,0,1,0,0,0,0,0,1,0,0,0,0
MNXR145548,1,0,1,1,0,1,1,1,0,1,1,0,0
MNXR145554,1,0,0,1,0,0,0,0,0,0,0,1,0
MNXR145582,1,1,0,1,0,0,1,1,1,0,0,1,0
MNXR145590,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145591,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145595,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145650,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145703,1,0,1,1,1,1,1,1,1,1,1,1,1
MNXR145718,1,0,0,0,0,1,1,1,1,0,0,1,0
MNXR145749,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145755,1,1,1,1,0,0,0,1,1,1,1,1,1
MNXR145773,1,0,0,0,0,1,1,1,1,0,1,0,1
MNXR145782,1,1,1,1,0,1,0,0,0,1,1,1,1
MNXR145795,1,0,0,0,0,0,0,1,0,0,1,0,1
MNXR145799,1,0,0,1,0,1,1,1,1,0,0,1,0
MNXR145801,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145803,1,0,0,1,0,0,0,0,1,0,1,1,1
MNXR145811,1,0,1,0,1,1,1,1,0,0,0,0,0
MNXR145876,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145880,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145901,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145903,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145907,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145925,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145929,1,0,0,1,0,0,0,0,0,0,0,1,0
MNXR145947,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145952,1,1,1,1,0,1,1,1,1,1,1,0,1
MNXR145954,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145956,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145958,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145974,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145976,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145978,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145980,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145982,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145984,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145988,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145990,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR145992,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146072,1,1,0,1,0,0,0,1,0,0,1,1,1
MNXR146087,1,1,1,1,0,1,1,1,0,1,1,0,1
MNXR146109,1,0,0,1,0,0,0,0,1,0,1,1,0
MNXR146118,1,0,0,1,0,0,0,0,0,0,0,1,0
MNXR146120,1,0,0,1,0,0,0,0,0,0,0,1,0
MNXR146130,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146132,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146138,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146139,1,1,0,0,0,0,0,0,0,0,0,0,0
MNXR146171,1,0,0,0,0,0,0,0,0,0,1,0,1
MNXR146175,1,0,0,0,0,0,0,0,0,0,1,0,1
MNXR146176,1,0,0,0,0,0,0,0,0,0,1,0,1
MNXR146182,1,0,0,0,0,0,0,0,0,0,1,0,1
MNXR146192,1,0,0,1,0,0,0,0,0,0,0,1,0
MNXR146238,1,0,1,1,1,1,0,0,0,1,1,0,0
MNXR146314,1,0,0,1,0,0,0,0,0,0,0,1,0
MNXR146318,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146320,1,0,0,1,0,0,0,0,0,0,0,1,0
MNXR146324,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146326,1,0,0,1,0,0,0,0,0,0,0,1,0
MNXR146330,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146332,1,0,0,1,0,0,0,0,0,0,0,1,0
MNXR146336,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146338,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146342,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146346,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146350,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146413,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146487,1,0,0,0,1,1,1,1,0,0,1,0,1
MNXR146493,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146501,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146526,1,0,0,1,0,0,0,0,0,0,0,1,0
MNXR146531,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146538,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146555,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146573,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146581,1,0,0,1,1,1,1,1,1,0,1,1,1
MNXR146597,1,1,1,0,1,1,0,1,1,0,1,0,1
MNXR146599,1,0,1,1,0,0,0,1,0,1,1,0,1
MNXR146642,1,0,0,0,1,1,0,1,0,0,1,0,1
MNXR146667,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146678,1,0,0,1,0,0,0,0,0,0,0,1,0
MNXR146695,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146729,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146739,1,0,1,1,0,1,1,1,1,1,1,1,1
MNXR146751,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146759,1,0,1,1,1,1,0,0,1,1,1,0,1
MNXR146760,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR146784,1,1,1,1,1,1,1,1,1,1,1,1,1
MNXR146809,1,0,0,0,0,0,0,1,0,0,0,0,0
MNXR146810,1,0,1,0,0,1,1,1,0,0,0,0,0
MNXR146812,1,0,1,0,0,1,1,1,1,0,1,0,1
MNXR146819,1,1,1,0,0,0,0,0,1,0,0,0,0
MNXR146938,1,0,0,0,0,0,1,0,0,0,0,0,0
MNXR147046,1,1,1,1,1,1,1,1,1,1,1,0,1
MNXR147171,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR147175,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR147724,1,0,0,1,0,1,1,1,1,0,1,1,1
MNXR148082,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR148516,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR149765,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR150328,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR151192,1,0,1,1,0,0,0,0,0,1,1,0,0
MNXR151238,1,0,0,1,0,0,1,1,0,0,0,1,0
MNXR151244,1,0,0,1,0,0,0,0,1,0,0,1,0
MNXR151340,1,1,0,1,0,0,0,0,0,0,1,1,1
MNXR151386,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR151400,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR151441,1,0,1,1,0,1,1,1,1,1,1,1,1
MNXR151449,1,0,0,1,0,0,0,0,0,0,0,1,0
MNXR151498,1,1,0,0,0,0,0,0,0,0,0,0,0
MNXR151528,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR151535,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR151542,1,0,0,0,0,1,1,1,0,0,0,0,0
MNXR151561,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR151575,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR151587,1,1,1,0,0,0,0,0,1,0,0,0,0
MNXR151629,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR151670,1,0,1,1,0,1,0,0,1,1,1,0,1
MNXR151714,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR151715,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR151858,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR151976,1,1,1,1,1,1,1,1,1,1,1,1,0
MNXR152012,1,0,1,1,1,1,1,1,1,1,1,1,1
MNXR152165,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR152170,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR152180,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR152254,1,1,1,1,1,1,1,1,1,1,1,1,1
MNXR152273,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR152340,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR152735,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR152825,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR152854,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR152867,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR152875,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR152923,1,0,0,1,0,0,0,0,0,0,0,1,0
MNXR152930,1,0,0,1,0,0,0,0,0,0,0,1,0
MNXR152943,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR152946,1,0,0,0,0,1,1,1,0,0,0,0,0
MNXR152967,1,0,0,1,0,0,0,0,0,0,1,1,1
MNXR152982,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR152999,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153008,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153021,1,1,1,1,1,1,1,1,1,1,1,0,1
MNXR153054,1,0,1,1,1,1,1,1,1,1,1,1,1
MNXR153056,1,0,0,1,0,0,0,0,0,0,0,1,0
MNXR153111,1,0,0,1,0,0,0,0,1,0,0,1,0
MNXR153163,1,1,1,1,1,1,1,1,1,1,1,1,1
MNXR153200,1,1,1,1,1,1,1,1,1,1,1,1,1
MNXR153209,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153211,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153215,1,1,1,1,1,1,1,1,0,1,1,1,1
MNXR153251,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153274,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153293,1,0,0,1,0,0,0,1,1,0,1,1,1
MNXR153302,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153304,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153308,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153310,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153312,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153326,1,0,0,1,1,1,1,1,1,0,1,1,1
MNXR153354,1,1,1,1,1,1,1,1,1,1,1,1,1
MNXR153359,1,1,1,1,1,1,1,1,1,1,1,1,1
MNXR153392,1,1,1,1,1,1,1,1,1,1,1,0,1
MNXR153398,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153400,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153408,1,0,1,1,0,0,0,0,1,1,1,0,1
MNXR153413,1,1,1,1,1,1,1,1,1,1,1,1,1
MNXR153416,1,0,0,1,0,0,0,0,0,0,0,1,0
MNXR153431,1,0,0,1,0,1,1,1,1,0,1,1,1
MNXR153432,1,0,0,1,0,1,1,1,1,0,0,1,0
MNXR153436,1,0,0,1,0,1,1,1,1,0,1,1,1
MNXR153439,1,0,0,1,0,1,1,1,1,0,1,1,0
MNXR153474,1,0,1,1,0,0,0,1,0,0,0,1,0
MNXR153482,1,1,1,1,0,0,0,0,0,0,1,1,1
MNXR153511,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153517,1,0,0,0,0,0,0,0,0,0,1,0,0
MNXR153558,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153584,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153595,1,1,0,1,0,0,1,1,1,0,0,1,0
MNXR153608,1,1,1,1,1,1,1,1,1,1,1,0,1
MNXR153621,1,1,0,1,0,0,1,0,1,0,0,1,0
MNXR153631,1,1,0,0,0,0,0,0,0,0,0,0,0
MNXR153695,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153697,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153703,1,1,1,0,0,0,0,0,0,0,0,0,0
MNXR153841,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153842,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153844,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153845,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153848,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR153855,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154160,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154243,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154246,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154247,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154248,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154251,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154252,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154253,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154254,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154426,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154427,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154537,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154538,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154540,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154542,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154545,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154546,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154548,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154549,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154660,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154661,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154662,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154663,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154664,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154665,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154666,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154667,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154668,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154669,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154696,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR154806,1,0,0,1,0,1,1,1,1,0,0,1,0
MNXR155193,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR155392,1,0,1,1,0,0,0,0,1,1,1,1,0
MNXR155401,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR155407,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR155691,1,1,1,1,1,1,1,1,1,1,1,1,1
MNXR155694,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156088,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156089,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156090,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156091,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156092,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156093,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156094,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156095,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156096,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156097,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156100,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156101,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156102,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156103,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156104,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156105,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156108,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156109,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156110,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156111,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156112,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156319,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156334,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156345,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156754,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156793,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156794,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156799,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156800,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156829,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR156831,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157051,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157083,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157137,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157160,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157210,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157245,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157253,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157271,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157445,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157509,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157518,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157533,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157537,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157832,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157864,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157866,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157878,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157882,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157885,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR157985,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158003,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158004,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158005,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158006,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158007,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158008,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158009,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158010,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158011,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158012,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158015,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158016,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158017,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158018,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158019,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158020,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158023,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158024,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158025,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158026,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158027,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158201,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158204,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158241,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR158999,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159003,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159018,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159059,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159064,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159066,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159067,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159070,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159071,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159072,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159073,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159169,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159744,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159745,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159747,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159748,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159749,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159750,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159751,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159752,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR159783,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR160469,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR160470,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162386,1,1,1,1,0,1,1,1,1,1,1,1,1
MNXR162393,1,1,1,1,1,1,0,1,1,1,1,0,1
MNXR162518,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162519,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162520,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162521,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162522,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162523,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162524,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162525,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162526,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162527,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162529,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162530,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162534,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162535,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162539,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162540,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162567,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162568,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162571,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162573,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162574,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162575,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162576,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162577,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162578,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162579,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162580,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162581,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162582,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162615,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162666,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR162947,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR163016,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR163017,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR163018,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR163019,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR163020,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR163021,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR163022,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR163023,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR163025,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR163030,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR163161,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR165700,1,1,0,1,0,0,1,0,0,0,1,1,0
MNXR165854,1,1,1,1,1,1,1,1,1,1,1,1,1
MNXR172016,1,0,1,1,1,1,0,1,0,1,1,0,1
MNXR178677,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR183534,1,0,0,0,0,0,0,0,0,0,1,0,1
MNXR184967,1,0,0,0,0,1,1,0,0,0,1,0,1
MNXR188089,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR188099,1,0,1,1,1,1,0,0,0,1,1,0,1
MNXR188101,1,0,1,1,1,1,0,0,0,1,1,0,1
MNXR188117,1,1,0,0,0,0,1,1,1,0,0,0,0
MNXR188119,1,1,1,1,1,1,1,1,1,1,1,1,1
MNXR188121,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR188127,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR188129,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR188137,1,1,1,1,1,1,1,1,1,1,1,1,1
MNXR188139,1,0,0,1,0,0,0,0,1,0,1,1,1
MNXR188141,1,1,0,0,0,0,1,0,1,0,0,0,0
MNXR188143,1,0,1,1,1,1,0,1,1,1,1,1,1
MNXR188147,1,0,1,1,0,1,1,1,1,0,0,1,0
MNXR188149,1,1,1,1,1,1,1,1,1,1,1,1,0
MNXR188167,1,1,1,1,1,1,1,1,1,1,1,1,1
MNXR188173,1,0,1,1,0,1,1,1,1,1,1,1,1
MNXR188177,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR188179,1,0,1,1,0,1,1,1,1,1,1,1,1
MNXR188200,1,0,0,1,0,1,1,1,1,0,1,1,1
MNXR188203,1,0,0,1,0,1,1,1,1,0,1,1,1
MNXR188205,1,0,0,1,0,1,1,1,1,0,1,1,0
MNXR188207,1,0,0,1,0,1,1,1,1,0,1,1,1
MNXR188212,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR188214,1,0,1,1,1,1,1,1,1,1,1,0,1
MNXR188219,1,1,1,1,1,1,1,1,1,1,1,0,1
MNXR188235,1,1,1,1,0,1,1,1,1,1,1,0,1
MNXR188247,1,1,1,1,1,1,1,1,1,1,1,1,1
MNXR188249,1,1,1,1,1,1,1,1,1,1,1,1,1
MNXR188253,1,1,1,1,1,1,1,1,1,1,1,1,1
MNXR188257,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR188263,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR188269,1,0,0,0,0,0,0,1,0,0,0,0,0
MNXR188277,1,1,1,1,1,1,1,1,1,1,1,1,1
MNXR188301,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR188305,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR188315,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR188321,1,0,0,0,0,0,0,0,0,0,0,0,0
MNXR188327,1,0,0,0,0,0,0,0,0,0,0,0,0
