 ,carveme,seed,pathway tools,aureme,raven,raven comb,raven homo,merlin,reconstructor,aureme2,aureme3,aureme4,aureme5
MNXR149066,0,1,0,0,0,0,0,0,1,0,0,0,0
MNXR149073,0,1,0,0,0,0,0,0,1,0,0,0,0
MNXR149081,0,1,0,0,0,0,0,0,1,0,0,0,0
MNXR149632,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR149638,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR149850,0,1,1,1,0,1,1,0,0,1,1,1,1
MNXR149918,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR150064,0,1,0,0,0,0,0,0,1,0,0,0,0
MNXR150166,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR150169,0,1,1,1,0,1,0,0,0,1,1,0,0
MNXR150405,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR150537,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR151401,0,1,1,1,0,1,1,1,0,1,1,0,0
MNXR151429,0,1,1,0,1,1,0,1,0,0,0,0,0
MNXR151450,0,1,0,0,0,0,0,0,0,0,1,0,1
MNXR151536,0,1,1,1,0,0,0,1,1,1,1,0,1
MNXR151600,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR151672,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR151979,0,1,0,0,0,1,1,1,0,0,0,0,0
MNXR152015,0,1,0,0,0,0,1,1,1,0,0,0,0
MNXR152066,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR152074,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR152097,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR152122,0,1,1,1,1,1,1,1,0,1,1,1,1
MNXR152145,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR152166,0,1,1,1,1,1,1,1,1,1,1,0,1
MNXR152236,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR152349,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR152574,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR152622,0,1,0,0,0,0,0,0,1,0,0,0,0
MNXR152626,0,1,0,0,0,0,0,0,1,0,0,0,0
MNXR152638,0,1,0,0,0,0,0,0,1,0,0,0,0
MNXR152656,0,1,0,0,0,0,0,0,1,0,0,0,0
MNXR152659,0,1,0,0,0,0,0,0,1,0,0,0,0
MNXR152663,0,1,0,0,0,0,0,0,1,0,0,0,0
MNXR152676,0,1,0,0,0,0,0,0,1,0,0,0,0
MNXR152707,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR152709,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR152975,0,1,1,1,1,1,1,1,1,1,1,0,1
MNXR153057,0,1,1,1,1,1,1,1,1,1,1,0,1
MNXR153059,0,1,1,1,1,1,0,0,0,1,1,0,1
MNXR153252,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR153417,0,1,1,1,1,1,1,1,1,1,1,0,1
MNXR153519,0,1,1,1,1,1,1,1,1,1,1,0,1
MNXR153713,0,1,1,1,1,1,1,1,0,1,1,1,1
MNXR154367,0,1,1,0,1,1,1,1,1,0,1,0,1
MNXR159798,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR166842,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR166897,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR173045,0,1,1,1,1,1,1,1,1,1,1,1,1
MNXR173147,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR173163,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR173173,0,1,0,0,0,0,0,0,1,0,0,0,0
MNXR173210,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR173225,0,1,0,0,0,0,0,0,1,0,0,0,0
MNXR173303,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR173705,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR173951,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR173954,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR174037,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR174039,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR174220,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR174225,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR174250,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR175211,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR175212,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR175266,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR175349,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR175430,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR175440,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR175468,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR175482,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR175560,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR175670,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR175676,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR175887,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR176928,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR176961,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR176974,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR176977,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR176978,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR176979,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR176990,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR176991,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR177030,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR177453,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR177454,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR177488,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR177490,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR177493,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR177494,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR177497,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR177525,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR177526,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR177527,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR177538,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR177539,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR177540,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR177622,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR177766,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR177883,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR177953,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR178006,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR178018,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR178048,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR179694,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR179696,0,1,0,0,0,0,0,1,0,0,0,0,0
MNXR180087,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR180668,0,1,0,0,0,0,0,1,0,0,1,0,1
MNXR182121,0,1,1,0,0,0,0,0,0,0,0,0,0
MNXR182423,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR182439,0,1,1,0,0,0,0,0,0,0,0,0,0
MNXR182551,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR182844,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR182845,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR182846,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR182847,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR182848,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR182849,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR182850,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR182851,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR182852,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR182853,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR182854,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR188165,0,1,0,0,0,0,0,0,0,0,1,0,1
MNXR188183,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR188255,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR188333,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR188337,0,1,1,1,1,1,1,1,1,1,1,1,1
MNXR188445,0,1,0,1,0,0,1,1,1,0,1,1,1
MNXR188487,0,1,1,1,0,0,0,1,0,1,1,1,1
MNXR188491,0,1,0,0,0,0,0,0,1,0,0,0,0
MNXR188505,0,1,0,0,0,0,0,0,0,0,1,0,1
MNXR188509,0,1,0,0,0,0,0,1,1,0,1,0,1
MNXR188696,0,1,1,1,0,0,0,1,1,1,1,0,1
MNXR188814,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR188878,0,1,1,1,1,1,0,1,1,1,1,1,1
MNXR189006,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR189527,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR189753,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR189894,0,1,1,1,1,1,1,1,1,1,1,1,1
MNXR190029,0,1,1,1,1,1,0,0,1,1,1,0,1
MNXR190094,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190096,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190231,0,1,1,1,0,0,0,0,0,1,1,1,1
MNXR190468,0,1,1,1,0,1,1,0,0,1,1,0,1
MNXR190494,0,1,1,1,1,1,1,1,1,1,1,1,1
MNXR190521,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190555,0,1,1,1,1,1,1,1,1,1,1,1,1
MNXR190623,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190660,0,1,0,0,0,0,0,1,0,0,0,0,0
MNXR190820,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190844,0,1,1,1,1,1,1,0,1,1,1,1,1
MNXR190852,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190887,0,1,1,1,1,1,0,0,1,1,1,0,1
MNXR190996,0,1,1,0,0,0,0,0,0,0,1,0,1
MNXR191033,0,1,0,0,0,0,0,0,0,0,1,0,1
MNXR191087,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR191105,0,1,1,1,0,0,1,1,1,0,1,1,1
MNXR191122,0,1,1,1,1,1,0,0,0,1,1,0,1
MNXR191124,0,1,1,1,1,1,0,0,1,1,1,0,1
MNXR191140,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR191166,0,1,1,1,1,1,1,1,1,1,1,0,1
MNXR191183,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR191185,0,1,0,0,0,0,0,0,0,0,1,0,1
MNXR191214,0,1,0,0,0,0,0,0,1,0,0,0,0
MNXR191428,0,1,1,0,1,1,0,0,0,0,1,0,1
MNXR191943,0,1,1,1,1,1,1,1,1,1,1,0,1
MNXR191945,0,1,0,0,0,1,1,1,0,0,0,0,0
MNXR191954,0,1,1,1,0,1,1,1,1,0,0,1,0
MNXR191984,0,1,0,0,0,0,0,1,0,0,0,0,0
MNXR192006,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR192030,0,1,1,1,1,1,1,1,1,1,1,0,1
MNXR192089,0,1,1,0,0,0,0,0,0,0,1,0,1
MNXR192326,0,1,0,0,1,1,1,1,1,0,0,0,0
MNXR192419,0,1,1,1,1,1,0,0,0,1,1,0,1
MNXR192610,0,1,1,1,1,1,0,0,1,1,1,0,1
MNXR192637,0,1,1,1,0,0,0,0,1,1,1,0,1
MNXR192639,0,1,1,1,1,1,0,0,1,1,1,0,1
MNXR192649,0,1,1,1,0,0,0,0,0,1,1,0,0
MNXR192686,0,1,1,1,1,1,1,1,1,1,1,0,1
MNXR94672,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR94974,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR94995,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95013,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95381,0,1,0,0,1,1,0,0,0,0,0,0,0
MNXR95618,0,1,1,1,1,1,1,1,0,1,1,0,1
MNXR95663,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95830,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95854,0,1,1,1,1,1,1,1,1,1,1,0,1
MNXR95951,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95958,0,1,1,1,0,1,1,1,1,1,1,0,0
MNXR96107,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96123,0,1,0,1,0,0,0,0,0,0,1,0,1
MNXR96140,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96333,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96446,0,1,1,1,0,1,1,0,0,1,1,0,1
MNXR96755,0,1,0,1,0,0,0,1,0,0,0,1,0
MNXR96796,0,1,0,0,0,0,0,0,1,0,0,0,0
MNXR96813,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR97021,0,1,1,1,0,0,0,0,0,1,1,0,0
MNXR97144,0,1,1,1,1,1,1,1,1,1,1,0,1
MNXR97180,0,1,1,1,0,1,1,1,1,1,1,0,1
MNXR97366,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR97418,0,1,1,0,0,0,0,0,0,0,0,0,0
MNXR97427,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR97526,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR97779,0,1,1,1,0,0,0,0,1,1,1,0,1
MNXR97807,0,1,1,1,0,1,1,1,1,0,1,1,1
MNXR97810,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR97822,0,1,1,1,1,1,1,1,1,1,1,1,1
MNXR99101,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR99109,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR99233,0,1,0,0,0,0,0,0,0,0,0,0,0
MNXR99475,0,1,0,0,0,0,0,0,1,0,1,0,1
MNXR99582,0,1,0,0,0,1,1,0,0,0,1,0,1
MNXR99641,0,1,1,0,0,0,0,0,0,0,0,1,0
MNXR99880,0,1,1,1,0,0,0,0,0,1,1,0,0
MNXR100143,0,0,1,0,0,0,0,0,0,0,1,0,1
MNXR100283,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR100312,0,0,1,1,1,1,1,1,1,1,1,0,0
MNXR100339,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR100354,0,0,1,1,0,1,1,1,0,1,1,0,1
MNXR100492,0,0,1,0,0,0,0,1,0,0,0,0,0
MNXR100566,0,0,1,1,0,0,0,1,1,1,1,0,1
MNXR100567,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR100581,0,0,1,1,0,0,0,0,1,1,1,1,1
MNXR100652,0,0,1,1,0,0,0,0,1,1,1,1,1
MNXR100733,0,0,1,1,0,0,0,0,0,1,1,0,1
MNXR100801,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR100947,0,0,1,1,1,1,1,1,1,1,1,0,1
MNXR100948,0,0,1,0,1,1,1,1,0,0,1,0,1
MNXR100949,0,0,1,0,0,1,1,1,0,0,0,0,0
MNXR101249,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR101444,0,0,1,1,0,0,0,0,0,1,1,0,1
MNXR101576,0,0,1,1,0,0,0,0,1,0,0,1,0
MNXR101657,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR101719,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR101730,0,0,1,1,1,1,1,1,1,1,1,0,1
MNXR101930,0,0,1,1,0,0,0,0,1,1,1,0,1
MNXR102010,0,0,1,0,0,0,0,1,0,0,0,0,0
MNXR102042,0,0,1,0,0,0,0,0,0,0,1,0,1
MNXR102044,0,0,1,0,0,0,0,0,0,0,1,0,1
MNXR102046,0,0,1,0,0,0,0,0,0,0,1,0,1
MNXR102047,0,0,1,0,0,0,0,0,0,0,1,0,1
MNXR102057,0,0,1,1,0,0,0,0,1,1,1,0,1
MNXR102070,0,0,1,1,0,0,0,0,0,1,1,0,1
MNXR102097,0,0,1,0,0,0,0,1,0,0,1,0,1
MNXR102311,0,0,1,0,0,0,0,1,0,0,0,0,0
MNXR103132,0,0,1,1,0,1,1,1,0,1,1,0,1
MNXR103352,0,0,1,1,0,1,1,1,1,1,1,0,1
MNXR103470,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR103519,0,0,1,1,0,1,1,0,0,1,1,0,0
MNXR103520,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR103521,0,0,1,1,0,1,1,0,0,1,1,0,0
MNXR103562,0,0,1,0,0,0,0,1,0,0,1,0,1
MNXR103594,0,0,1,0,0,1,1,1,0,0,0,0,0
MNXR103699,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR103804,0,0,1,1,1,1,0,0,0,1,1,0,1
MNXR103853,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR104282,0,0,1,1,0,1,1,0,0,1,1,0,1
MNXR104316,0,0,1,1,0,1,1,1,1,1,1,1,1
MNXR104335,0,0,1,1,0,1,1,0,0,0,0,1,0
MNXR104344,0,0,1,0,0,0,0,1,0,0,1,0,1
MNXR104481,0,0,1,1,0,1,1,0,0,1,1,0,0
MNXR104485,0,0,1,1,1,1,1,1,1,1,1,1,1
MNXR104650,0,0,1,1,0,1,1,0,0,1,1,0,0
MNXR104730,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR104747,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR104802,0,0,1,1,0,0,0,1,1,1,1,0,1
MNXR104804,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR104876,0,0,1,0,0,1,1,1,0,0,0,0,0
MNXR104899,0,0,1,1,1,1,1,1,1,1,1,0,1
MNXR104990,0,0,1,1,0,1,1,1,1,1,1,0,1
MNXR104991,0,0,1,0,0,0,0,1,0,0,1,0,1
MNXR104992,0,0,1,0,0,0,0,1,0,0,1,0,1
MNXR105257,0,0,1,1,0,1,1,1,0,1,1,0,1
MNXR105305,0,0,1,0,1,1,1,1,1,0,1,0,1
MNXR105306,0,0,1,1,1,1,1,1,1,1,1,0,0
MNXR105309,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR105323,0,0,1,1,0,0,0,0,1,1,1,0,0
MNXR105333,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR105417,0,0,1,0,0,0,0,1,0,0,0,0,0
MNXR105421,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR105453,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR106336,0,0,1,1,0,0,0,1,1,1,1,0,1
MNXR106402,0,0,1,1,1,1,0,1,0,1,1,0,1
MNXR106411,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR106485,0,0,1,1,0,1,1,1,1,1,1,0,0
MNXR106486,0,0,1,1,0,0,0,1,1,1,1,0,1
MNXR106492,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR106564,0,0,1,1,1,1,0,1,0,1,1,0,1
MNXR106650,0,0,1,0,0,1,1,0,1,0,1,0,1
MNXR106702,0,0,1,1,0,0,0,1,0,1,1,0,1
MNXR106704,0,0,1,1,0,0,0,0,1,1,1,0,1
MNXR106760,0,0,1,0,0,0,0,0,1,0,0,0,0
MNXR106814,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR106843,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR106861,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR106966,0,0,1,0,0,1,1,1,1,0,1,0,1
MNXR106977,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR107082,0,0,1,1,1,1,1,1,0,1,1,1,1
MNXR107092,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR107183,0,0,1,1,0,0,0,0,0,1,1,0,1
MNXR107249,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR107263,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR107343,0,0,1,0,1,1,0,0,0,0,0,0,0
MNXR107386,0,0,1,1,0,1,1,0,0,1,1,0,1
MNXR107465,0,0,1,1,0,0,0,1,1,1,1,0,0
MNXR107498,0,0,1,0,0,1,1,0,1,0,0,0,0
MNXR107504,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR107556,0,0,1,1,0,0,0,1,0,1,1,0,1
MNXR107660,0,0,1,1,1,1,1,0,0,1,1,0,0
MNXR107662,0,0,1,1,0,0,0,0,0,1,1,0,1
MNXR107827,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR107899,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR108088,0,0,1,1,0,1,1,0,0,1,1,0,1
MNXR108107,0,0,1,1,0,0,0,1,0,1,1,0,1
MNXR108117,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR108158,0,0,1,1,1,1,0,1,0,1,1,0,1
MNXR108194,0,0,1,1,1,1,1,1,0,1,1,0,1
MNXR108219,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR108258,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR108328,0,0,1,0,0,1,1,1,0,0,0,0,0
MNXR108354,0,0,1,1,0,0,0,0,1,1,1,0,1
MNXR108448,0,0,1,0,0,1,1,1,0,0,0,0,0
MNXR108552,0,0,1,0,0,1,1,1,0,0,0,0,0
MNXR108708,0,0,1,0,1,1,1,1,0,0,1,0,1
MNXR108712,0,0,1,1,0,1,1,0,0,1,1,0,1
MNXR108721,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR108727,0,0,1,0,0,1,1,1,0,0,0,0,0
MNXR108820,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR109033,0,0,1,1,0,0,0,0,0,1,1,0,1
MNXR109097,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR109187,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR109314,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR109724,0,0,1,1,0,0,0,0,0,1,1,0,1
MNXR109725,0,0,1,1,0,0,0,0,0,1,1,0,1
MNXR109819,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR109868,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR109914,0,0,1,1,1,1,1,1,0,1,1,0,1
MNXR110347,0,0,1,1,0,0,0,0,0,1,1,0,1
MNXR110369,0,0,1,1,0,1,1,0,0,1,1,0,0
MNXR110386,0,0,1,1,0,0,0,0,0,1,1,0,1
MNXR110580,0,0,1,1,0,0,0,0,1,1,1,0,0
MNXR110664,0,0,1,1,0,0,0,0,1,1,1,0,1
MNXR110670,0,0,1,0,1,1,1,1,0,0,0,0,0
MNXR110671,0,0,1,0,0,1,1,1,0,0,0,0,0
MNXR110675,0,0,1,1,0,1,1,0,0,1,1,0,0
MNXR110683,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR110767,0,0,1,0,0,0,0,1,0,0,0,0,0
MNXR110840,0,0,1,0,0,0,0,1,0,0,0,0,0
MNXR110841,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR110842,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR110847,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR110848,0,0,1,0,0,0,0,1,0,0,0,0,0
MNXR110922,0,0,1,0,1,1,0,1,0,0,1,0,1
MNXR110990,0,0,1,1,0,0,0,1,0,1,1,0,0
MNXR110991,0,0,1,1,0,0,0,1,0,1,1,0,0
MNXR111447,0,0,1,0,0,0,0,1,0,0,1,0,1
MNXR111448,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR111452,0,0,1,1,0,0,0,1,0,1,1,0,1
MNXR111520,0,0,1,1,0,1,1,1,0,1,1,0,1
MNXR111573,0,0,1,1,0,0,0,0,0,1,1,0,1
MNXR111778,0,0,1,1,1,1,1,1,0,1,1,0,1
MNXR112140,0,0,1,1,1,1,1,1,1,1,1,0,0
MNXR112144,0,0,1,1,1,1,1,1,1,1,1,0,0
MNXR112145,0,0,1,1,1,1,1,0,0,1,1,0,1
MNXR112148,0,0,1,1,1,1,1,1,1,1,1,0,0
MNXR112149,0,0,1,1,1,1,1,0,0,1,1,0,1
MNXR112152,0,0,1,0,0,0,0,1,0,0,1,0,1
MNXR112154,0,0,1,1,1,1,1,1,1,1,1,0,0
MNXR112156,0,0,1,1,1,1,1,0,0,1,1,0,1
MNXR112160,0,0,1,1,1,1,1,1,1,1,1,0,0
MNXR112161,0,0,1,1,1,1,1,0,0,1,1,0,1
MNXR112164,0,0,1,1,1,1,1,1,1,1,1,0,0
MNXR112165,0,0,1,1,1,1,1,0,0,1,1,0,1
MNXR112193,0,0,1,1,1,1,1,1,1,1,1,0,1
MNXR112205,0,0,1,1,1,1,1,1,1,1,1,0,1
MNXR112302,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR112304,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR112341,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR112453,0,0,1,1,1,1,1,1,0,1,1,0,1
MNXR112463,0,0,1,0,0,1,1,1,0,0,0,0,0
MNXR112546,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR112547,0,0,1,1,0,1,1,1,1,1,1,0,1
MNXR112682,0,0,1,1,0,1,1,0,0,1,1,0,0
MNXR112683,0,0,1,1,0,1,1,0,0,1,1,0,0
MNXR112689,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR112794,0,0,1,1,0,1,1,1,1,1,1,0,1
MNXR112805,0,0,1,1,0,1,1,0,0,1,1,0,0
MNXR112942,0,0,1,1,0,0,0,0,0,1,1,0,1
MNXR112950,0,0,1,1,1,1,0,0,0,1,1,0,1
MNXR112957,0,0,1,1,0,0,0,1,0,1,1,0,1
MNXR113014,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR113036,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR113069,0,0,1,1,1,1,1,1,0,1,1,0,1
MNXR113160,0,0,1,1,0,0,0,0,0,1,1,0,1
MNXR113186,0,0,1,1,0,0,0,0,0,1,1,0,1
MNXR113250,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR113277,0,0,1,1,0,0,0,0,0,1,1,0,1
MNXR113383,0,0,1,1,0,1,1,0,1,1,1,0,1
MNXR113436,0,0,1,1,1,1,1,1,0,1,1,0,1
MNXR113514,0,0,1,1,1,1,1,1,0,1,1,0,1
MNXR113536,0,0,1,1,1,1,1,1,0,1,1,0,1
MNXR113539,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR113543,0,0,1,1,1,1,1,1,0,1,1,0,1
MNXR113569,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR113637,0,0,1,1,0,0,0,1,0,1,1,0,1
MNXR113638,0,0,1,1,0,0,0,1,0,1,1,0,1
MNXR113645,0,0,1,1,1,1,0,1,0,1,1,0,1
MNXR113778,0,0,1,1,0,0,0,1,0,1,1,0,1
MNXR113802,0,0,1,1,0,1,1,1,0,1,1,0,1
MNXR113827,0,0,1,1,0,1,1,1,0,1,1,0,1
MNXR113828,0,0,1,1,0,1,1,1,0,1,1,0,1
MNXR113879,0,0,1,1,0,0,0,0,0,1,1,0,1
MNXR113980,0,0,1,1,1,1,1,1,0,1,1,0,1
MNXR114027,0,0,1,1,0,1,1,0,0,1,1,0,1
MNXR114029,0,0,1,1,0,1,1,1,0,1,1,0,1
MNXR114080,0,0,1,1,1,1,1,1,0,1,1,0,1
MNXR114219,0,0,1,0,0,1,1,0,0,0,0,0,0
MNXR114256,0,0,1,0,0,1,1,1,0,0,1,0,1
