MNXR_id,GPR_ref,GPR_au,GPR_cv,GPR_me,GPR_ms,GPR_pt,GPR_rm,GPR_rk,GPR_rc,GPR_rec,rxns_ref,rxns_au,rxns_cv,rxns_me,rxns_ms,rxns_pt,rxns_rm,rxns_rk,rxns_rc,rxns_rec
MNXR153866,5573277,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2HATVACIDGLUCteb,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR116603,N/A,5576218,N/A,N/A,N/A,5576218,N/A,N/A,N/A,N/A,N/A,RXN_10948,N/A,N/A,N/A,RXN_10948,N/A,N/A,N/A,N/A
MNXR150602,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5568633,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R09698,N/A,N/A
MNXR189351,N/A,N/A,N/A,5563904 or 5572081 or 5572923 or 5575271 or 5576217,N/A,N/A,5563904,5563904 or 5572923,5563904,N/A,N/A,N/A,N/A,R04224__in,N/A,N/A,METHYLACYLYLCOA_HYDROXY_RXN,R04224,METHYLACYLYLCOA_HYDROXY_RXN,N/A
MNXR102516,N/A,N/A,5568289 or 5570148 or 5577381,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_PG120abcpp,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR113957,N/A,N/A,N/A,5563967 or 5567072 or 5568215 or 5574867,N/A,N/A,N/A,5563967 or 5567072 or 5568215 or 5574867,5563967 or 5567072 or 5568215 or 5574867,N/A,N/A,N/A,N/A,"R10633__in, R10633__in",N/A,N/A,N/A,R10633,R10633,N/A
MNXR158714,5566281 or 5570810 or 5575181,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE2994X,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR183970,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_19546,N/A,N/A,N/A,N/A
MNXR115905,N/A,23687404,N/A,N/A,N/A,23687404,N/A,N/A,N/A,N/A,N/A,GAPDHSYNEC_RXN,N/A,N/A,N/A,GAPDHSYNEC_RXN,N/A,N/A,N/A,N/A
MNXR113822,N/A,N/A,N/A,5565829 or 5566787 or 5568388 or 5570347 or 5573543 or 5573953 or 5577664,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R10484__in,N/A,N/A,N/A,N/A,N/A,N/A
MNXR117613,N/A,N/A,N/A,N/A,N/A,N/A,5568116 or 5568117 or 5571775,N/A,5568116 or 5568117 or 5571775,N/A,N/A,N/A,N/A,N/A,N/A,RXN_12532,RXN_12532,N/A,RXN_12532,N/A
MNXR150547,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110680630,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R09515,N/A,N/A
MNXR170081,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_23010,N/A,N/A,N/A,N/A
MNXR135512,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,strc:AA958_30270,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn07132_c
MNXR211729,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR211202,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR96403,5566521 or 5569339,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"C226CPT1, C226CPT2",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR95191,5571397 or 5575285 or 5575933,N/A,5572673,110673980 or 110678056 or 5563729 or 5571397 or 5572673 or 5575285 or 5575931 or 5575933,N/A,N/A,N/A,110678056 or 5575285,110678056 or 5575285,calo:Cal7507_4832 or cyj:Cyan7822_5005 or cyt:cce_3229 or fcn:FN3523_1068 or lal:AT746_17175 or mnr:ACZ75_13735 or myl:C3E77_10335 or non:NOS3756_31890 or toq:HCG51_09155,r0549,N/A,"ABUTD, R_ABUTD",R02549__in,N/A,N/A,N/A,R02549,AMINOBUTDEHYDROG_RXN,rxn30209_c
MNXR95713,N/A,N/A,5564133,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"LCARR, R_LCARR",N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR205050,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR151932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aff:H3L97_03355 or caq:IM40_07165 or cbu:CBU_0350 or cff:CFF8240_1609 or cste:H3L98_03040 or dori:FH5T_20365 or naf:GQ61_08265 or stp:Strop_4266 or teq:TEQUI_1156,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn33220_c
MNXR135194,N/A,N/A,N/A,110674831 or 110676201 or 5565972 or 5565973 or 5566037 or 5571709 or 5571710,N/A,N/A,N/A,N/A,N/A,asac:ATHSA_1916 or bco:Bcell_0282 or bthv:CQJ30_16875 or ccb:Clocel_1341 or cell:CBR65_08560 or lxy:O159_27230 or mfol:DXT68_14260 or paen:P40081_28135 or salh:HMF8227_00894 or thq:T2812B_04925 or tpt:Tpet_0952,N/A,N/A,N/A,R02887__in,N/A,N/A,N/A,N/A,N/A,rxn37973_c
MNXR101000,110676201 or 5565031 or 5565066 or 5565073,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,LACZe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR153398,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_DRIBt2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR103815,5568917 or 5569887 or 5572161,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"RE3164C, RE3164R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR211550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR189844,5573100 or 5574792,5565044 or 5567637 or 5574792 or 5578054 or 5578055,N/A,N/A,N/A,5565044 or 5567637 or 5574792 or 5578054 or 5578055,23687892 or 5565044 or 5569668 or 5572216 or 5574569 or 5574792 or 5576481 or 5577233 or 5578054 or 5578055,23687892 or 5565044 or 5567637 or 5569668 or 5574569 or 5574792 or 5576481 or 5577233 or 5578054 or 5578055,23687892 or 5565044 or 5569668 or 5572216 or 5574569 or 5574792 or 5576481 or 5577233 or 5578054 or 5578055,aqd:D1816_06350 or cmr:Cycma_4093 or kak:Kalk_16770 or mana:MAMMFC1_03177 or ome:OLMES_2705 or pdh:B9T62_23125,RDH1a,RXN_10841,N/A,N/A,N/A,RXN_10841,RXN_10841,R08379,RXN_10841,rxn33016_c
MNXR102022,5566521 or 5569339,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"NRVNCCPT1, NRVNCCPT2",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR109955,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5568027 or 5573520,5568027 or 5573520,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R05933,R05933,N/A
MNXR188690,N/A,N/A,N/A,N/A,N/A,N/A,5578926,N/A,5578926,N/A,N/A,N/A,"PPCSCT, R_PPCSCT",N/A,N/A,N/A,RXN0_268,N/A,RXN0_268,N/A
MNXR118887,N/A,N/A,N/A,N/A,N/A,N/A,110679834 or 110681357 or 23687553 or 5569767 or 5570230 or 5570232 or 5572933,N/A,110679834 or 110681357 or 23687553 or 5569767 or 5570230 or 5570232 or 5572933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_14743,N/A,RXN_14743,N/A
MNXR97965,(5565931 and 5578532),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ETF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR95629,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR164037,N/A,N/A,N/A,N/A,N/A,N/A,5565143,N/A,5565143,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_18700,N/A,RXN_18700,N/A
MNXR153947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3HLVSTACtbc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR164948,N/A,N/A,N/A,N/A,N/A,N/A,5570016,N/A,5570016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_20603,N/A,RXN_20603,N/A
MNXR191237,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mls:MSLAZ_1915 or ntr:B0W44_12950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn11962_c
MNXR149095,N/A,N/A,N/A,N/A,N/A,110675236 or 110680920 or 110681118 or 5563869 or 5565951 or 5567894 or 5568814 or 5568917 or 5569887 or 5570005 or 5570229 or 5572161 or 5573417 or 5573603 or 5573927 or 5573929 or 5573931 or 5575559 or 5577268 or 5579662,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN66_642,N/A,N/A,N/A,N/A
MNXR174986,N/A,N/A,N/A,N/A,N/A,N/A,5565734,N/A,5565734,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRANS_RXN_237,N/A,TRANS_RXN_237,N/A
MNXR116134,N/A,110681324 or 5563762 or 5566612 or 5567302 or 5567303 or 5567308 or 5568409 or 5569725 or 5571127 or 5571409 or 5571737 or 5572250 or 5573283 or 5576024 or 5576443 or 5576852 or 5577432 or 5578548 or 5579046 or 5579484 or 5580214,N/A,N/A,N/A,110681324 or 5563762 or 5566612 or 5567302 or 5567303 or 5567308 or 5568409 or 5569725 or 5571127 or 5571409 or 5571737 or 5572250 or 5573283 or 5576024 or 5576443 or 5576852 or 5577432 or 5578548 or 5579046 or 5579484 or 5580214,N/A,N/A,N/A,N/A,N/A,PHOSPHOLIPASE_A2_RXN,N/A,N/A,N/A,PHOSPHOLIPASE_A2_RXN,N/A,N/A,N/A,N/A
MNXR101903,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NAGLCAly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR95943,N/A,110680559 or 5567374 or 5571596,N/A,5567374 or 5571596,N/A,110680559 or 5567374 or 5571596,5567374 or 5567456 or 5571596,5567374 or 5571596,5567374 or 5567456 or 5571596,alp:LPB137_00180 or nsa:Nitsa_0767,N/A,ARGININE_KINASE_RXN,N/A,R00554__in,N/A,ARGININE_KINASE_RXN,ARGININE_KINASE_RXN,R00554,ARGININE_KINASE_RXN,rxn00396_c
MNXR112750,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5570202,5570202,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R09319,R09319,N/A
MNXR102624,N/A,N/A,N/A,N/A,N/A,5570148,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRANS_RXN0_162,N/A,N/A,N/A,N/A
MNXR211646,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR138585,5567023 or 5567025 or 5567139 or 5569037,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MCPST,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR111262,N/A,N/A,N/A,110673980,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R07667__in,N/A,N/A,N/A,N/A,N/A,N/A
MNXR104056,5574675 or 5574682,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RN0031R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR187446,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_18921,N/A,N/A,N/A,N/A
MNXR146115,N/A,N/A,N/A,N/A,N/A,N/A,5574438,N/A,5574438,asul:DFR86_00625 or roa:Pd630_LPD05499 or ttl:TtJL18_2307,N/A,N/A,N/A,N/A,N/A,N/A,HCAMULTI_RXN,N/A,HCAMULTI_RXN,rxn04597_c
MNXR206831,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_23411,N/A,N/A,N/A,N/A
MNXR139574,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R07947__in,N/A,N/A,N/A,R07947,R07947,N/A
MNXR164916,N/A,5570587 or 5574675 or 5574682 or 5575813,N/A,N/A,N/A,5570587 or 5574675 or 5574682 or 5575813,N/A,N/A,N/A,N/A,N/A,RXN_20569,N/A,N/A,N/A,RXN_20569,N/A,N/A,N/A,N/A
MNXR115443,N/A,5571208,N/A,N/A,N/A,5571208,N/A,N/A,N/A,N/A,N/A,3.4.13.9_RXN,N/A,N/A,N/A,3.4.13.9_RXN,N/A,N/A,N/A,N/A
MNXR193991,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN66_667,N/A,N/A,N/A,N/A
MNXR191995,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R_rxn01021_c0, rxn01021_c0",N/A,N/A,N/A,N/A,N/A
MNXR163078,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR163599,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5575912,5575912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R12011,R12011,N/A
MNXR203381,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR192914,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_21159,N/A,N/A,N/A,N/A
MNXR103642,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE2252C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR188281,N/A,N/A,N/A,5566668 or 5568430 or 5575274,N/A,N/A,N/A,N/A,N/A,agl:PYTT_0798 or amu:Amuc_1713 or hoh:Hoch_5147 or rfe:RF_0664,N/A,N/A,N/A,"R02404__in, R02404__in",N/A,N/A,N/A,N/A,N/A,rxn30152_c
MNXR110734,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR173748,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,lem:LEN_0286,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn16385_c
MNXR123759,N/A,5570587 or 5574675 or 5574682 or 5575813,N/A,N/A,N/A,5570587 or 5574675 or 5574682 or 5575813,N/A,N/A,N/A,N/A,N/A,RXN66_490,N/A,N/A,N/A,"RXN_23395, RXN66_490",N/A,N/A,N/A,N/A
MNXR123701,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN66_21,N/A,N/A,N/A,N/A
MNXR103618,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE2131C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR119814,N/A,5563880 or 5566703 or 5566805 or 5567820 or 5567858 or 5570702 or 5570939 or 5571286 or 5573302 or 5574290 or 5575519 or 5575521 or 5575522 or 5580214,N/A,N/A,N/A,5563880 or 5566703 or 5566805 or 5567820 or 5567858 or 5570702 or 5570939 or 5571286 or 5573302 or 5574290 or 5575519 or 5575521 or 5575522 or 5580214,5567820 or 5573302 or 5575519 or 5575521 or 5575522,N/A,5567820 or 5573302 or 5575519 or 5575521 or 5575522,N/A,N/A,RXN_1623,N/A,N/A,N/A,RXN_1623,RXN_1623,N/A,RXN_1623,N/A
MNXR147594,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R_rxn01611_c0, R_rxn01611_r0, rxn01611_c0, rxn01611_r0",N/A,N/A,N/A,N/A,N/A
MNXR117186,N/A,5564639 or 5569093 or 5573258,N/A,N/A,N/A,5564639 or 5569093 or 5573258,5573258,N/A,5573258,N/A,N/A,RXN_11839,N/A,N/A,N/A,RXN_11839,RXN_11839,N/A,RXN_11839,N/A
MNXR163070,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR117837,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_12989,N/A,N/A,N/A,N/A
MNXR104166,5570723 or 5577441 or AAEL013186,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S3T2g,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR158282,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HMR_0260,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR153995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR138772,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"RE2870C, RE2871C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR101376,5570068 or 5575533,N/A,5570068 or 5575533,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MAN1PT2,N/A,MAN1PT2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR191031,5571706,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FACOAL240,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR100722,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5565619 or 5565886 or 5565887 or 5565914 or 5566902 or 5568049 or 5574512 or 5580011,bmk:DM80_3022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R02352,rxn36715_c
MNXR103741,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE2865C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR158747,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR94843,5564745,5564745,5564745,N/A,Unknown,5564745,5564745,5564745,5564745,nsh:GXM_07207,34HPPOR,4_HYDROXYPHENYLPYRUVATE_DIOXYGENASE_RXN,"34HPPOR, R_34HPPOR",N/A,"R_rxn01827_c0, R_rxn01827_d0, rxn01827_c0, rxn01827_d0",4_HYDROXYPHENYLPYRUVATE_DIOXYGENASE_RXN,4_HYDROXYPHENYLPYRUVATE_DIOXYGENASE_RXN,R02521,4_HYDROXYPHENYLPYRUVATE_DIOXYGENASE_RXN,rxn37995_c
MNXR208227,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_23528,N/A,N/A,N/A,N/A
MNXR188902,N/A,N/A,5577671,N/A,N/A,N/A,N/A,5569117 or 5577671,5569117 or 5577671,hoh:Hoch_5413,N/A,N/A,"R_THFOR2, THFOR2",N/A,N/A,N/A,N/A,R00940,R00940,rxn12649_c
MNXR158726,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR143158,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR100074,(5566585 and 5570136),5566585 or 5570136,(5566585 and 5570136),N/A,N/A,5566585 or 5570136,5566585 or 5570136,5566585 or 5570136,5566585 or 5570136,N/A,GLUCYS,GLUTCYSLIG_RXN,"GLUCYS, R_GLUCYS",N/A,N/A,GLUTCYSLIG_RXN,GLUTCYSLIG_RXN,R00894,GLUTCYSLIG_RXN,N/A
MNXR211678,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR212769,5568917 or 5569887 or 5572161,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE3153R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR119847,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_16099,N/A,N/A,N/A,N/A
MNXR181035,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR95941,5575655,N/A,5575655,N/A,N/A,5569335 or 5572794 or 5574133 or 5575655,N/A,N/A,N/A,N/A,GLUDC,N/A,GLUDC,N/A,N/A,GLUTDECARBOX_RXN,N/A,N/A,N/A,N/A
MNXR190344,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR115504,N/A,110675215 or 5570032 or 5570033,N/A,N/A,N/A,110675215 or 5570032 or 5570033,N/A,N/A,N/A,N/A,N/A,3.4.21.9_RXN,N/A,N/A,N/A,3.4.21.9_RXN,N/A,N/A,N/A,N/A
MNXR115290,N/A,5568088 or 5570808,N/A,N/A,N/A,5568088 or 5570808,N/A,N/A,N/A,N/A,N/A,3.1.27.9_RXN,N/A,N/A,N/A,3.1.27.9_RXN,N/A,N/A,N/A,N/A
MNXR116866,N/A,5577178,N/A,N/A,N/A,5577178,5577178,N/A,5577178,N/A,N/A,RXN_11341,N/A,N/A,N/A,RXN_11341,RXN_11341,N/A,RXN_11341,N/A
MNXR211604,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR95857,5573956,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AP4AH1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR188079,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,hha:Hhal_0046 or woc:BA177_07735 or xbc:ELE36_08390,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn30643_c
MNXR158368,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR100371,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R_EX_gly_e, R_GLYtpp",N/A,"R_rxn05218_d0, R_rxn05218_m0, R_rxn05218_x0",N/A,N/A,N/A,N/A,N/A
MNXR151386,N/A,N/A,5569846 or 5573260,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R_CYSabc, R_CYSabcpp",N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR116054,N/A,5563723 or 5565077,N/A,N/A,N/A,5563723 or 5565077,5565077,N/A,5565077,N/A,N/A,METHIONINE__TRNA_LIGASE_RXN,N/A,N/A,N/A,METHIONINE__TRNA_LIGASE_RXN,METHIONINE__TRNA_LIGASE_RXN,N/A,METHIONINE__TRNA_LIGASE_RXN,N/A
MNXR103759,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE2910C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR155303,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR211341,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR103868,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR191334,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,salb:XNR_1579 or salf:SMD44_05800 or sast:CD934_10765 or scx:AS200_17630 or sdv:BN159_3154 or sky:D0C37_09630 or strt:A8713_21095,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn15824_c
MNXR123249,N/A,110678469 or 110678504 or 110681452 or 33307548 or 33307554 or 33307561 or 33307567 or 33307568 or 33307571 or 5564962 or 5565541 or 5566654 or 5567793 or 5567821 or 5568708 or 5568828 or 5569074 or 5569497 or 5569992 or 5570670 or 5571450 or 5571907 or 5572650 or 5573615 or 5573990 or 5574429 or 5574746 or 5576501 or 5577026 or 5578538 or 5579021 or 5580036 or 5580278,N/A,N/A,N/A,110678469 or 110678504 or 110681452 or 33307548 or 33307554 or 33307561 or 33307567 or 33307568 or 33307571 or 5564962 or 5565541 or 5566654 or 5567793 or 5567821 or 5568708 or 5568828 or 5569074 or 5569497 or 5569992 or 5570670 or 5571450 or 5571907 or 5572650 or 5573615 or 5573990 or 5574429 or 5574746 or 5576501 or 5577026 or 5578538 or 5579021 or 5580036 or 5580278,N/A,N/A,N/A,N/A,N/A,RXN0_5330,N/A,N/A,N/A,"RXN0_5330, RXN0_5330_NADH/UBIQUINONE_8/PROTON//NAD/CPD_9956.39.",N/A,N/A,N/A,N/A
MNXR96923,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSCPASEly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR103477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE0908C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR158734,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR112951,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5565995 or 5574784 or 5574905,5565995 or 5574784 or 5574905,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R09532,R09532,N/A
