 ,carveme,seed,pathway tools,aureme,raven,raven comb,raven homo,merlin,reconstructor,aureme2,aureme3,aureme4
MNXR154400,1,0,0,0,0,0,0,0,0,0,0,0
MNXR154401,1,0,0,0,0,0,0,0,0,0,0,0
MNXR154402,1,0,0,0,0,0,0,0,0,0,0,0
MNXR154403,1,0,0,0,0,0,0,0,0,0,0,0
MNXR154404,1,0,0,0,0,0,0,0,0,0,0,0
MNXR154405,1,0,0,0,0,0,0,0,0,0,0,0
MNXR154426,1,0,0,0,0,0,0,0,0,0,0,0
MNXR154547,1,0,0,0,0,0,0,0,0,0,0,0
MNXR154548,1,0,0,0,0,0,0,0,0,0,0,0
MNXR154549,1,0,0,0,0,0,0,0,0,0,0,0
MNXR154648,1,0,0,0,0,0,0,0,0,0,0,0
MNXR154652,1,0,0,0,0,0,0,0,0,0,0,0
MNXR154657,1,0,0,0,0,0,0,0,0,0,0,0
MNXR154663,1,0,0,0,0,0,0,0,0,0,0,0
MNXR154859,1,0,0,0,0,0,0,0,0,0,0,0
MNXR155042,1,0,0,0,0,0,0,1,0,0,0,0
MNXR155310,1,0,0,0,0,0,0,0,0,0,0,0
MNXR155392,1,0,0,0,0,0,0,0,0,0,0,0
MNXR155401,1,0,0,0,0,0,0,0,0,0,0,0
MNXR155440,1,0,0,0,0,0,0,0,0,0,0,0
MNXR155691,1,1,1,1,1,1,1,1,1,1,1,0
MNXR155694,1,0,0,0,0,0,0,0,0,0,0,0
MNXR155802,1,0,0,0,0,0,0,0,0,0,0,0
MNXR156648,1,0,0,0,0,0,0,0,0,0,0,0
MNXR156726,1,0,0,0,0,0,0,0,0,0,0,0
MNXR156754,1,0,0,0,0,0,0,0,0,0,0,0
MNXR156757,1,0,0,0,0,0,0,0,0,0,0,0
MNXR156789,1,0,0,0,0,0,0,0,0,0,0,0
MNXR157003,1,0,0,0,0,0,0,0,0,0,0,0
MNXR157051,1,0,0,0,0,0,0,0,0,0,0,0
MNXR157083,1,0,0,0,0,0,0,0,0,0,0,0
MNXR157313,1,0,0,0,0,0,0,0,0,0,0,0
MNXR157445,1,0,0,0,0,0,0,0,0,0,0,0
MNXR157477,1,0,0,0,0,0,0,0,0,0,0,0
MNXR157517,1,0,0,0,0,0,0,0,0,0,0,0
MNXR157533,1,0,0,0,0,0,0,0,0,0,0,0
MNXR157537,1,0,0,0,0,0,0,0,0,0,0,0
MNXR157832,1,0,0,0,0,0,0,0,0,0,0,0
MNXR157872,1,0,0,0,0,0,0,0,0,0,0,0
MNXR157873,1,0,0,0,0,0,0,0,0,0,0,0
MNXR157879,1,0,0,0,0,0,0,0,0,0,0,0
MNXR157905,1,0,0,0,0,0,0,0,0,0,0,0
MNXR158282,1,0,0,0,0,0,0,0,0,0,0,0
MNXR158999,1,0,0,0,0,0,0,0,0,0,0,0
MNXR159003,1,0,0,0,0,0,0,0,0,0,0,0
MNXR159762,1,0,0,0,0,0,0,0,0,0,0,0
MNXR160492,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162342,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162386,1,1,1,1,1,1,1,1,1,1,1,0
MNXR162393,1,1,1,1,1,1,1,1,1,1,1,1
MNXR162527,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162543,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162544,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162545,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162546,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162547,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162548,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162549,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162550,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162551,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162552,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162553,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162554,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162555,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162556,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162557,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162558,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162559,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162560,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162561,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162562,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162563,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162564,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162565,1,0,0,0,0,0,0,0,0,0,0,0
MNXR162566,1,0,0,0,0,0,0,0,0,0,0,0
MNXR165700,1,1,0,0,0,0,1,0,1,0,1,0
MNXR165854,1,1,1,1,1,1,1,1,1,1,1,0
MNXR172016,1,0,1,1,1,1,0,1,0,1,1,0
MNXR172278,1,0,0,0,0,0,0,0,0,0,0,0
MNXR173048,1,0,0,0,1,1,1,1,0,0,0,0
MNXR174968,1,0,0,0,0,0,0,0,0,0,0,0
MNXR178648,1,0,0,0,0,0,0,0,0,0,0,0
MNXR178677,1,0,0,0,0,0,0,0,0,0,0,0
MNXR180668,1,1,1,1,0,0,0,1,0,1,1,0
MNXR183534,1,0,0,0,0,0,0,0,0,0,0,1
MNXR184967,1,0,0,0,0,1,1,1,0,0,0,0
MNXR188117,1,1,0,0,0,0,1,1,1,0,1,0
MNXR188119,1,1,1,1,1,1,1,1,1,1,1,0
MNXR188121,1,0,0,0,0,0,0,0,0,0,0,0
MNXR188127,1,0,0,0,0,0,0,0,0,0,1,0
MNXR188129,1,0,0,0,0,0,0,1,0,0,0,0
MNXR188137,1,1,1,1,1,1,1,1,1,1,1,0
MNXR188143,1,0,1,1,1,1,1,1,1,1,1,0
MNXR188149,1,1,1,1,1,1,1,1,1,1,1,0
MNXR188177,1,0,0,0,0,0,0,0,0,0,0,0
MNXR188219,1,1,1,1,1,1,1,1,1,1,1,0
MNXR188247,1,1,1,1,1,1,1,1,1,1,1,1
MNXR188253,1,1,1,1,1,1,1,1,1,1,1,1
MNXR188257,1,0,0,0,0,0,0,0,0,0,0,0
MNXR188263,1,0,0,0,0,0,0,0,0,0,0,0
MNXR188269,1,0,0,0,0,0,0,0,0,0,0,0
MNXR188333,1,1,0,0,0,0,0,1,1,0,1,0
MNXR188337,1,1,1,1,1,1,1,1,1,1,1,0
MNXR188349,1,0,0,0,0,0,0,0,0,0,0,0
MNXR188351,1,0,0,0,0,0,0,0,0,0,0,0
MNXR188373,1,1,1,1,1,1,1,1,1,1,1,1
MNXR188383,1,0,0,0,0,0,0,0,0,0,0,0
MNXR188385,1,0,0,0,0,0,0,0,0,0,0,0
MNXR188437,1,0,0,0,0,0,1,1,1,0,1,0
MNXR188451,1,0,1,1,1,1,1,1,1,1,1,1
MNXR188454,1,1,0,0,0,0,1,1,1,0,1,0
MNXR188456,1,1,0,0,0,0,1,1,1,0,1,0
MNXR188460,1,1,1,1,1,1,1,1,1,1,1,0
MNXR188489,1,0,1,1,0,1,1,1,0,1,1,0
MNXR188501,1,1,1,1,1,1,1,1,1,1,1,0
MNXR188503,1,1,1,1,1,1,1,1,1,1,1,0
MNXR188513,1,1,1,1,1,1,1,1,1,1,1,1
MNXR188521,1,0,0,0,0,1,1,1,1,0,1,0
MNXR188523,1,0,0,0,0,1,1,1,1,0,1,0
MNXR188525,1,0,1,1,1,1,1,1,1,1,1,0
MNXR188527,1,0,1,1,1,1,1,1,1,1,1,0
MNXR188529,1,1,1,1,1,1,1,1,1,1,1,1
MNXR188531,1,1,1,1,1,1,1,1,1,1,1,0
MNXR188533,1,0,1,1,1,1,1,1,1,1,1,1
MNXR188537,1,0,1,1,1,1,0,1,1,1,1,0
MNXR188539,1,1,1,1,1,1,0,1,1,1,1,0
MNXR188541,1,0,0,0,0,1,1,0,1,0,0,0
MNXR188543,1,0,0,0,0,0,0,1,1,0,1,1
MNXR188545,1,0,0,0,0,1,1,1,0,0,0,0
MNXR188547,1,0,0,0,1,1,1,1,0,0,1,0
MNXR188549,1,0,0,0,0,1,1,0,1,0,1,0
MNXR188567,1,0,0,0,0,0,0,0,1,0,0,0
MNXR188585,1,0,1,1,1,1,0,0,1,1,1,1
MNXR188594,1,1,1,1,1,1,1,1,1,1,1,0
MNXR188600,1,1,1,1,1,1,1,0,1,1,1,0
MNXR188623,1,0,0,0,0,0,0,0,0,0,0,0
MNXR188627,1,0,1,1,1,1,1,1,1,1,1,0
MNXR188641,1,1,1,1,1,1,1,1,1,1,1,0
MNXR188678,1,0,0,0,0,1,1,1,1,0,1,0
MNXR188690,1,0,0,0,1,1,0,0,0,0,0,0
MNXR188698,1,1,1,1,1,1,1,1,1,1,1,0
MNXR188712,1,0,1,1,1,1,1,1,1,1,1,0
MNXR188722,1,0,1,1,0,0,0,0,1,1,1,1
MNXR188726,1,0,1,1,1,1,1,1,1,1,1,0
MNXR188742,1,0,0,0,0,0,0,0,0,0,0,0
MNXR188814,1,1,1,1,0,1,1,0,0,1,1,0
MNXR188820,1,1,1,1,1,1,1,0,1,1,1,0
MNXR188834,1,0,0,0,0,0,0,0,1,0,0,0
MNXR188836,1,0,1,1,0,1,1,0,1,1,1,1
MNXR188864,1,0,0,0,0,0,0,0,0,0,0,0
MNXR188878,1,1,1,1,1,1,0,1,1,1,1,0
MNXR188886,1,0,0,0,0,0,0,0,0,0,0,0
MNXR188902,1,0,0,0,0,1,1,1,1,0,0,0
MNXR188916,1,1,0,0,0,0,1,1,1,0,1,0
MNXR188974,1,1,1,1,1,1,1,1,1,1,1,0
MNXR188980,1,1,1,1,1,1,1,1,1,1,1,0
MNXR188986,1,0,1,1,1,1,1,1,1,1,1,1
MNXR188988,1,0,1,1,0,1,1,1,1,1,1,1
MNXR189024,1,0,1,1,0,0,0,0,1,1,1,0
MNXR189171,1,1,1,1,1,1,1,1,1,1,1,0
MNXR189251,1,0,0,0,0,0,0,0,0,0,0,0
MNXR189291,1,0,0,0,0,0,0,0,0,0,0,0
MNXR189594,1,0,0,0,0,0,0,0,0,0,0,0
MNXR189614,1,0,1,1,0,1,1,1,0,1,1,1
MNXR189646,1,1,1,1,1,1,1,1,0,1,1,0
MNXR189648,1,0,1,1,0,1,1,1,1,1,1,0
MNXR189676,1,0,0,0,0,0,0,0,0,0,0,0
MNXR189688,1,0,0,0,0,0,0,0,1,0,1,0
MNXR189721,1,0,1,0,0,0,0,0,0,0,0,0
MNXR189751,1,0,0,0,0,1,1,1,1,0,1,0
MNXR189753,1,1,0,0,0,0,0,0,0,0,0,0
MNXR189820,1,0,0,0,0,0,1,1,1,0,1,0
MNXR189826,1,1,0,0,0,0,1,1,1,0,1,1
MNXR189850,1,1,0,0,0,0,1,1,1,0,1,0
MNXR189852,1,0,0,0,0,0,0,0,0,0,0,0
MNXR189856,1,0,0,0,0,0,0,0,0,0,1,0
MNXR189862,1,0,0,0,0,1,0,0,0,0,0,0
MNXR189927,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190109,1,0,1,1,0,1,1,1,0,1,1,0
MNXR190113,1,0,0,0,0,0,0,0,0,0,1,1
MNXR190115,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190119,1,0,0,0,0,0,0,0,1,0,0,0
MNXR190163,1,0,1,0,0,0,0,0,0,0,0,0
MNXR190176,1,0,1,1,0,0,0,1,0,1,1,0
MNXR190212,1,0,1,1,1,1,1,1,0,1,1,0
MNXR190231,1,1,1,0,0,0,0,0,0,0,0,0
MNXR190281,1,0,1,0,0,1,1,1,1,0,1,0
MNXR190384,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190426,1,0,1,1,1,1,1,0,1,1,1,1
MNXR190454,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190488,1,1,1,1,1,1,1,1,1,1,1,0
MNXR190494,1,1,1,1,1,1,1,1,1,1,1,0
MNXR190515,1,1,1,1,1,1,1,1,0,1,1,0
MNXR190517,1,0,0,0,0,0,0,0,0,0,1,0
MNXR190519,1,0,0,0,1,1,1,1,1,0,1,1
MNXR190531,1,1,0,0,0,0,0,0,1,0,0,0
MNXR190533,1,1,1,1,1,1,1,1,1,1,1,0
MNXR190557,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190571,1,1,1,1,1,1,1,1,1,1,1,1
MNXR190573,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190575,1,0,1,1,0,1,1,1,1,1,1,0
MNXR190581,1,0,0,0,1,1,0,0,0,0,1,0
MNXR190583,1,0,1,1,0,1,1,1,1,1,1,1
MNXR190585,1,1,1,1,1,1,1,1,1,1,1,0
MNXR190591,1,0,1,0,0,0,0,0,0,0,0,0
MNXR190607,1,1,1,1,1,1,1,1,1,1,1,0
MNXR190609,1,0,0,0,0,1,1,1,1,0,0,0
MNXR190611,1,1,1,1,1,1,1,1,1,1,1,0
MNXR190613,1,1,1,1,1,1,1,1,1,1,1,0
MNXR190617,1,0,1,1,0,1,1,1,1,1,1,0
MNXR190619,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190625,1,1,0,0,0,0,1,1,1,0,1,0
MNXR190642,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190646,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190650,1,0,1,1,1,1,1,1,1,1,1,0
MNXR190670,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190674,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190686,1,0,1,1,1,1,1,1,1,1,1,0
MNXR190696,1,1,1,1,1,1,1,1,0,1,1,0
MNXR190718,1,1,1,1,1,1,1,1,1,1,1,0
MNXR190722,1,0,1,1,0,0,0,0,0,1,1,0
MNXR190728,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190730,1,1,1,1,1,1,1,1,1,1,1,0
MNXR190736,1,0,0,0,0,1,1,1,1,0,1,0
MNXR190738,1,0,0,0,0,1,1,1,1,0,1,0
MNXR190850,1,1,1,1,1,1,1,1,1,1,1,0
MNXR190856,1,0,1,1,1,1,1,1,1,1,1,1
MNXR190858,1,0,0,0,1,1,0,0,0,0,0,0
MNXR190860,1,0,1,1,1,1,1,1,1,1,1,0
MNXR190862,1,0,1,1,0,1,1,1,1,1,1,0
MNXR190864,1,0,0,0,0,0,0,1,0,0,1,0
MNXR190868,1,0,0,0,0,0,0,0,0,0,1,0
MNXR190870,1,1,1,1,1,1,1,1,1,1,1,0
MNXR190872,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190914,1,1,1,1,0,0,1,1,1,1,1,0
MNXR190916,1,0,0,0,0,1,1,1,1,0,1,0
MNXR190938,1,0,1,1,1,1,1,1,1,1,1,0
MNXR190944,1,1,1,1,1,1,1,1,1,1,1,0
MNXR190980,1,0,1,0,0,0,0,0,0,0,0,0
MNXR190982,1,1,1,0,0,0,0,0,0,0,0,0
MNXR190984,1,0,1,0,0,0,0,0,0,0,0,0
MNXR190986,1,1,1,0,0,1,1,1,1,0,0,0
MNXR190988,1,1,1,1,0,0,0,1,0,1,1,0
MNXR190992,1,0,0,0,0,0,0,0,0,0,0,0
MNXR190994,1,0,1,0,0,0,0,0,0,0,0,0
MNXR190998,1,0,0,0,0,0,0,0,0,0,0,0
MNXR191000,1,0,1,0,0,0,0,0,1,0,0,0
MNXR191002,1,0,0,0,0,0,0,0,0,0,0,0
MNXR191004,1,1,1,0,0,0,0,0,0,0,0,0
MNXR191006,1,0,0,0,0,0,0,0,0,0,0,0
MNXR191008,1,1,1,1,0,1,1,1,1,1,1,0
MNXR191010,1,0,0,0,0,0,0,0,0,0,0,0
MNXR191012,1,0,0,0,0,0,0,0,0,0,1,0
MNXR191014,1,0,0,0,0,0,0,0,0,0,0,0
MNXR191018,1,0,0,0,0,0,0,0,0,0,0,0
MNXR191037,1,1,1,0,0,0,0,0,0,0,0,0
MNXR191039,1,0,0,0,0,0,0,0,0,0,0,0
MNXR191045,1,0,0,0,0,0,0,0,0,0,0,0
MNXR191049,1,0,0,0,0,0,0,0,0,0,0,0
MNXR191053,1,0,0,0,0,0,0,0,0,0,0,0
MNXR191057,1,0,0,0,0,0,0,0,1,0,0,0
MNXR191061,1,0,0,0,0,0,0,0,0,0,0,0
MNXR191069,1,0,0,0,0,0,0,0,0,0,0,0
MNXR191073,1,0,1,1,1,1,1,1,1,1,1,0
MNXR191079,1,0,0,0,0,0,0,0,0,0,0,0
MNXR191085,1,1,1,1,1,1,1,1,1,1,1,0
MNXR191099,1,1,0,0,0,0,1,1,1,0,1,0
MNXR191121,1,0,0,0,0,0,1,1,1,0,1,0
MNXR191159,1,1,1,1,1,1,1,1,1,1,1,0
MNXR191178,1,0,0,0,0,0,0,0,0,0,0,0
MNXR191196,1,0,1,1,1,1,0,1,0,1,1,1
MNXR191571,1,0,0,0,0,0,1,1,1,0,1,0
MNXR191809,1,0,0,0,0,0,0,0,0,0,0,0
MNXR191942,1,0,0,0,0,0,0,1,0,0,1,1
MNXR191953,1,0,1,1,1,1,1,1,1,1,1,0
MNXR191959,1,0,0,0,0,0,0,1,0,0,0,0
MNXR191963,1,0,0,0,0,0,0,1,0,0,0,0
MNXR191975,1,0,1,1,1,1,1,1,0,1,1,0
MNXR191977,1,0,1,1,0,1,1,1,1,1,1,0
MNXR192006,1,1,0,0,0,0,0,0,0,0,0,0
MNXR192018,1,0,0,0,0,0,0,0,0,0,1,0
MNXR192042,1,0,0,0,1,1,0,0,0,0,0,0
MNXR192384,1,0,0,0,0,0,1,1,1,0,1,0
MNXR192390,1,0,0,0,0,1,1,1,0,0,0,0
MNXR192418,1,0,0,0,0,0,0,0,0,0,0,0
MNXR192428,1,0,0,0,0,0,0,0,0,0,0,0
MNXR192434,1,0,1,1,1,1,1,1,0,1,1,0
MNXR192436,1,1,1,1,1,1,1,1,0,1,1,0
MNXR192440,1,0,1,1,1,1,1,1,1,1,1,0
MNXR192546,1,0,0,0,0,0,1,1,1,0,1,0
MNXR192556,1,1,1,1,1,1,1,1,0,1,1,0
MNXR192558,1,1,1,1,1,1,1,0,0,1,1,0
MNXR192576,1,1,1,1,1,1,1,1,1,1,1,1
MNXR192609,1,0,0,0,0,0,0,0,0,0,0,0
MNXR192634,1,0,0,0,0,1,1,1,0,0,1,1
MNXR192636,1,0,0,0,0,0,1,1,0,0,1,0
MNXR192638,1,0,0,0,0,0,1,1,0,0,1,0
MNXR192652,1,0,0,0,0,0,1,1,0,0,1,0
MNXR192654,1,0,0,0,0,0,0,0,0,0,0,0
MNXR192666,1,1,1,1,1,1,1,1,1,1,1,0
MNXR192668,1,0,0,0,0,0,0,0,0,0,0,0
MNXR192674,1,0,0,0,0,0,0,0,0,0,0,0
MNXR192685,1,0,0,0,0,0,0,0,0,0,1,0
MNXR195375,1,0,0,0,0,0,0,0,0,0,0,0
MNXR195383,1,0,0,0,0,0,0,0,0,0,0,0
MNXR195395,1,0,0,0,0,0,1,1,1,0,1,0
MNXR195397,1,0,0,0,0,0,1,0,1,0,1,0
MNXR195408,1,0,0,0,1,1,1,1,1,0,1,0
MNXR195409,1,0,1,1,1,1,1,1,1,1,1,0
MNXR195410,1,0,1,1,1,1,1,1,0,1,1,0
MNXR195411,1,0,0,0,0,0,0,0,0,0,1,0
MNXR195416,1,0,0,0,0,0,0,0,0,0,0,0
MNXR195420,1,0,0,0,0,0,0,0,0,0,0,0
MNXR195425,1,0,1,1,1,1,1,0,0,1,1,0
MNXR94750,1,0,0,0,0,0,0,0,0,0,0,0
MNXR94752,1,0,0,0,0,0,0,0,0,0,0,0
MNXR94754,1,0,0,0,0,0,0,0,0,0,0,0
MNXR94757,1,0,0,0,0,0,0,0,0,0,0,0
MNXR94759,1,0,0,0,0,0,0,0,0,0,0,0
MNXR94764,1,0,0,0,0,0,0,0,0,0,0,0
MNXR94765,1,0,0,0,0,0,0,0,0,0,0,0
MNXR94769,1,0,0,0,0,0,0,0,0,0,0,0
MNXR94770,1,0,0,0,0,0,0,0,0,0,0,0
MNXR94771,1,0,0,0,0,0,0,0,0,0,0,0
MNXR94772,1,0,0,0,0,0,0,0,0,0,0,0
MNXR94776,1,0,0,0,0,0,0,0,0,0,0,0
MNXR94777,1,0,0,0,0,0,0,0,0,0,0,0
MNXR94792,1,0,0,0,0,0,0,0,0,0,0,0
MNXR94814,1,0,0,0,0,0,0,0,0,0,0,0
MNXR94843,1,1,1,1,1,1,1,1,1,1,1,1
MNXR94991,1,0,0,0,0,1,1,1,1,0,0,0
MNXR94993,1,0,0,0,0,0,0,0,0,0,0,0
MNXR94994,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95004,1,0,0,0,0,1,1,0,0,0,1,1
MNXR95022,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95134,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95141,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95143,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95146,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95160,1,0,1,0,1,1,0,0,1,0,1,0
MNXR95191,1,0,0,0,0,1,1,1,1,0,0,0
MNXR95207,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95208,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95212,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95227,1,1,1,1,1,1,1,1,1,1,1,0
MNXR95377,1,1,0,0,0,1,1,1,0,0,1,0
MNXR95419,1,0,0,0,0,0,0,0,1,0,0,0
MNXR95421,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95424,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95429,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95433,1,0,1,1,1,1,1,1,1,1,1,0
MNXR95436,1,1,0,0,0,0,0,0,0,0,0,0
MNXR95444,1,0,1,1,0,1,1,1,1,1,1,1
MNXR95450,1,1,1,1,1,1,1,1,1,1,1,0
MNXR95451,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95454,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95555,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95558,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95560,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95564,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95692,1,0,0,0,0,0,0,0,0,0,1,0
MNXR95693,1,0,0,0,0,0,0,0,0,0,1,0
MNXR95698,1,1,1,1,1,1,1,1,1,1,1,0
MNXR95702,1,0,0,0,0,0,0,1,0,0,0,0
MNXR95703,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95706,1,1,0,0,0,0,0,1,0,0,1,0
MNXR95708,1,0,0,0,1,1,0,0,0,0,1,0
MNXR95711,1,0,0,0,0,1,1,1,1,0,1,0
MNXR95713,1,0,0,0,0,0,0,0,0,0,1,0
MNXR95714,1,0,0,0,0,0,0,0,0,0,1,0
MNXR95726,1,0,0,0,0,1,1,1,1,0,0,0
MNXR95744,1,0,1,1,0,1,1,1,1,1,1,0
MNXR95749,1,1,1,1,1,1,1,1,1,1,1,0
MNXR95750,1,0,0,0,0,1,1,0,0,0,1,0
MNXR95752,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95764,1,0,0,0,1,1,0,1,0,0,1,0
MNXR95767,1,0,1,1,1,1,1,1,1,1,1,0
MNXR95769,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95788,1,0,1,1,1,1,0,0,0,1,1,0
MNXR95789,1,0,1,0,0,0,0,0,0,0,1,0
MNXR95804,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95828,1,0,1,1,1,1,1,1,1,1,1,0
MNXR95841,1,1,1,1,1,1,1,1,1,1,1,0
MNXR95886,1,0,1,1,0,1,1,1,0,1,1,0
MNXR95900,1,0,0,0,0,1,1,0,1,0,0,0
MNXR95904,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95912,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95913,1,0,0,0,0,0,0,0,0,0,0,1
MNXR95923,1,0,0,0,0,1,1,1,1,0,0,0
MNXR95936,1,0,0,0,1,1,0,0,0,0,0,0
MNXR95942,1,0,1,1,1,1,1,1,1,1,1,0
MNXR95945,1,1,1,1,1,1,1,1,1,1,1,0
MNXR95946,1,0,0,0,0,0,0,0,0,0,0,0
MNXR95951,1,1,0,0,1,1,0,1,0,0,1,1
MNXR95952,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96057,1,0,0,0,0,0,0,0,1,0,0,1
MNXR96060,1,0,1,0,1,1,0,1,0,0,0,0
MNXR96069,1,1,0,0,0,0,0,1,0,0,0,0
MNXR96077,1,0,1,1,0,1,1,1,1,1,1,0
MNXR96107,1,1,0,0,0,0,0,1,0,0,0,0
MNXR96117,1,0,1,0,1,1,1,1,1,0,1,1
MNXR96118,1,1,1,1,1,1,1,1,1,1,1,0
MNXR96121,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96230,1,1,1,1,1,1,1,1,1,1,1,0
MNXR96232,1,0,1,1,1,1,1,1,1,1,1,0
MNXR96237,1,0,1,1,1,1,1,1,0,1,1,0
MNXR96324,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96333,1,1,0,0,0,0,0,1,0,0,0,0
MNXR96334,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96347,1,1,1,1,1,1,1,1,1,1,1,0
MNXR96360,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96361,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96362,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96365,1,0,0,0,0,0,0,1,0,0,0,0
MNXR96370,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96434,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96435,1,0,1,1,1,1,0,0,0,1,1,0
MNXR96436,1,0,0,0,0,0,0,0,1,0,0,0
MNXR96438,1,0,0,0,0,0,0,0,0,0,1,0
MNXR96453,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96455,1,1,1,1,1,1,1,1,1,1,1,0
MNXR96485,1,1,1,1,1,1,1,1,1,1,1,0
MNXR96497,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96498,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96499,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96685,1,0,0,0,1,1,0,0,0,0,0,0
MNXR96697,1,0,0,0,0,0,0,1,0,0,1,0
MNXR96702,1,0,1,1,1,1,1,1,0,1,1,0
MNXR96709,1,1,0,0,0,0,0,0,0,0,0,0
MNXR96735,1,0,0,0,1,1,0,1,0,0,1,0
MNXR96741,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96756,1,0,0,0,0,0,0,1,0,0,0,0
MNXR96797,1,0,0,0,0,0,0,1,0,0,0,0
MNXR96810,1,1,0,0,0,0,0,0,0,0,0,0
MNXR96820,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96821,1,0,0,0,0,0,0,0,1,0,0,0
MNXR96822,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96862,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96876,1,0,0,0,0,0,0,0,0,0,1,0
MNXR96880,1,0,1,1,1,1,1,1,1,1,1,0
MNXR96940,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96950,1,0,1,1,1,1,0,0,0,1,1,0
MNXR96951,1,0,0,0,0,0,0,0,0,0,0,0
MNXR96952,1,0,0,0,0,0,0,0,0,0,0,0
MNXR97012,1,0,1,1,1,1,1,1,0,1,1,0
MNXR97019,1,0,1,1,1,1,1,0,1,1,1,0
MNXR97029,1,1,0,0,0,0,0,1,0,0,0,0
MNXR97036,1,0,0,0,0,0,0,0,0,0,0,0
MNXR97053,1,0,1,1,1,1,1,1,1,1,1,0
