 ,carveme,seed,pathway tools,aureme,raven,raven comb,raven homo,merlin,reconstructor,aureme2,aureme3,aureme4
MNXR151473,0,0,0,0,0,0,0,0,0,0,1,0
MNXR151741,0,0,0,0,0,0,0,0,0,0,1,0
MNXR151744,0,0,0,0,0,0,0,0,0,0,1,0
MNXR151746,0,0,0,0,0,0,0,0,0,0,1,0
MNXR151748,0,0,0,0,0,0,0,0,0,0,1,0
MNXR151752,0,0,0,0,0,0,0,0,0,0,1,0
MNXR151755,0,0,0,0,0,0,0,0,0,0,1,0
MNXR151771,0,0,0,0,0,0,0,0,0,0,1,0
MNXR152834,0,0,0,0,0,0,0,0,0,0,1,0
MNXR152982,0,0,0,0,0,0,0,0,0,0,1,0
MNXR153165,0,0,0,0,0,0,0,0,0,0,1,0
MNXR153198,0,0,0,0,0,0,0,0,0,0,1,0
MNXR153522,0,0,0,0,0,0,0,0,0,0,1,0
MNXR153574,0,0,0,0,0,0,0,0,0,0,1,0
MNXR153693,0,0,0,0,0,0,0,0,0,0,1,1
MNXR153761,0,0,0,0,0,0,0,0,0,0,1,0
MNXR153863,0,0,0,0,0,0,0,0,0,0,1,0
MNXR153888,0,0,0,0,0,0,0,0,0,0,1,0
MNXR153910,0,0,0,0,0,0,0,0,0,0,1,0
MNXR153913,0,0,0,0,0,0,0,0,0,0,1,0
MNXR153931,0,0,0,0,0,0,0,0,0,0,1,0
MNXR153947,0,0,0,0,0,0,0,0,0,0,1,0
MNXR153948,0,0,0,0,0,0,0,0,0,0,1,0
MNXR153993,0,0,0,0,0,0,0,0,0,0,1,0
MNXR153995,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154055,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154123,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154126,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154192,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154193,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154380,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154523,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154525,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154527,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154533,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154536,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154544,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154586,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154587,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154700,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154701,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154705,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154707,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154709,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154711,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154713,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154715,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154718,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154720,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154723,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154725,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154727,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154729,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154731,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154733,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154738,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154740,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154742,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154744,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154747,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154749,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154751,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154761,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154764,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154766,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154770,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154772,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154777,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154779,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154781,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154786,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154788,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154791,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154793,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154795,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154797,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154799,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154801,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154803,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154805,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154808,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154815,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154861,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154959,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154970,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154972,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154975,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154977,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154980,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154981,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154984,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154985,0,0,0,0,0,0,0,0,0,0,1,0
MNXR154999,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155001,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155003,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155005,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155006,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155007,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155010,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155011,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155016,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155141,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155145,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155157,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155161,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155163,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155168,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155169,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155175,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155176,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155188,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155189,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155190,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155303,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155330,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155372,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155377,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155426,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155428,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155431,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155434,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155436,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155438,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155442,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155448,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155454,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155567,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155686,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155721,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155830,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155832,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155833,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155971,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155972,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155974,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155994,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155995,0,0,0,0,0,0,0,0,0,0,1,0
MNXR155997,0,0,0,0,0,0,0,0,0,0,1,0
MNXR156164,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157314,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157315,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157316,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157317,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157318,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157319,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157320,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157322,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157325,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157326,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157328,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157329,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157330,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157331,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157333,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157335,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157336,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157338,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157341,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157342,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157344,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157347,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157348,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157350,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157351,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157352,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157353,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157354,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157355,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157356,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157357,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157358,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157360,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157361,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157362,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157364,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157367,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157369,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157370,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157371,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157372,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157373,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157374,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157375,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157377,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157378,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157379,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157380,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157382,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157383,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157385,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157387,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157388,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157389,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157390,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157391,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157393,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157394,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157400,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157401,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157402,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157403,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157404,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157405,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157409,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157410,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157412,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157415,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157418,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157420,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157421,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157521,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157529,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157539,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157744,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157780,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157783,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157785,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157787,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157789,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157791,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157796,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157799,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157803,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157805,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157818,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157820,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157824,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157826,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157828,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157837,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157839,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157841,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157869,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157871,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157875,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157877,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157888,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157891,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157906,0,0,0,0,0,0,0,0,0,0,1,0
MNXR157981,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158088,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158095,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158108,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158109,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158131,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158154,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158157,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158184,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158186,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158188,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158190,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158194,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158196,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158198,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158200,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158203,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158206,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158208,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158210,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158212,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158214,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158216,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158218,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158220,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158222,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158231,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158233,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158427,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158706,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158708,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158712,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158714,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158799,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158920,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158958,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158969,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158982,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158984,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158986,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158989,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158991,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158993,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158995,0,0,0,0,0,0,0,0,0,0,1,0
MNXR158997,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159010,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159094,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159159,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159161,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159163,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159168,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159171,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159173,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159175,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159177,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159179,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159181,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159183,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159216,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159446,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159447,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159448,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159487,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159489,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159491,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159493,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159496,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159498,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159503,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159505,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159507,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159509,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159586,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159588,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159594,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159596,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159598,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159601,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159604,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159606,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159690,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159695,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159740,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159757,0,0,0,0,0,0,0,0,0,0,1,0
MNXR159804,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160156,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160163,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160175,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160215,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160218,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160219,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160373,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160375,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160378,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160379,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160382,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160383,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160384,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160386,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160387,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160388,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160390,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160392,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160395,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160397,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160398,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160401,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160403,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160405,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160407,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160409,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160410,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160413,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160415,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160416,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160417,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160418,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160419,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160420,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160421,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160422,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160423,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160424,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160425,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160435,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160485,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160486,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160488,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160490,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160496,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160498,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160499,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160500,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160501,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160502,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160503,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160505,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160506,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160508,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160512,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160515,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160516,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160560,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160639,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160641,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160644,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160647,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160649,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160651,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160653,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160655,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160659,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160661,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160662,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160664,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160667,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160671,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160673,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160675,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160677,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160679,0,0,0,0,0,0,0,0,0,0,1,0
MNXR160705,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162277,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162327,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162329,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162331,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162333,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162335,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162339,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162341,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162344,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162346,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162348,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162350,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162352,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162354,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162356,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162363,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162365,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162370,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162425,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162455,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162456,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162457,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162458,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162459,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162460,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162461,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162462,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162463,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162464,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162465,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162476,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162477,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162478,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162479,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162480,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162481,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162483,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162484,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162485,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162486,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162488,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162490,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162491,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162492,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162495,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162496,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162497,0,0,0,0,0,0,0,0,0,0,1,0
MNXR162500,0,0,0,0,0,0,0,0,0,0,1,0
